ID,WL,U,V,Sal,Temp,TRACE_1,TRACE_2,WQ_1,WQ_2,WQ_3,WQ_4,WQ_5,WQ_6,WQ_7,WQ_8,WQ_9,WQ_10,WQ_11,WQ_12,WQ_13,WQ_14,WQ_15
3346,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3347,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3348,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3349,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3350,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3351,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3352,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3353,0.1778,0,0,2.777,11.4938,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3354,0.1818,0,0,2.2587,11.4412,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3355,0.1813,0,0,2.2441,11.4454,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3356,0.1863,0,0,1.6244,11.3799,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3357,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3358,0.1645,0,0,8.5166,12.0139,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3359,0.1631,0,0,8.6735,12.0485,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3360,0.1607,0,0,8.9319,12.1049,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3361,0.1556,0,0,9.4299,12.2094,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3362,0.1794,0,0,7.0046,11.6912,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3363,0.1761,0,0,7.3694,11.7709,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3364,0.1747,0,0,7.5297,11.8062,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3365,0.1732,0,0,7.69,11.8415,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3366,0.1718,0,0,7.8503,11.8769,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3367,0.1806,0,0,6.0214,11.5523,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3368,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3369,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3370,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3371,0.1586,0,0,1.2606,11.8374,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3372,0.1622,0,0,0.7939,11.7845,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3373,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3374,0.1601,0,0,1.0716,11.8281,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3375,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3376,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3377,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3378,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3379,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3380,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3381,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3382,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3383,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3384,0.1738,0,0,3.1854,11.5442,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3385,0.1758,0,0,2.8676,11.5162,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3386,0.1771,0,0,2.6032,11.4961,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3387,0.1842,0,0,1.7624,11.4037,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3388,0.1901,0,0,1.0665,11.3279,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3389,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3390,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3391,0.1704,0,0,8.0106,11.9122,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3392,0.168,0,0,8.2748,11.9699,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3393,0.1626,0,0,8.7913,12.0784,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3394,0.1875,0,0,6.2508,11.5347,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3395,0.1842,0,0,6.6223,11.6162,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3396,0.1826,0,0,6.7946,11.6542,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3397,0.1811,0,0,6.967,11.6922,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3398,0.1796,0,0,7.1394,11.7302,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3399,0.178,0,0,7.3117,11.7682,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3400,0.1846,0,0,5.5488,11.5008,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3401,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3402,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3403,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3404,0.1625,0,0,0.6541,11.7812,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3405,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3406,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3407,0.1613,0,0,0.8644,11.8193,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3408,0.1626,0,0,0.5429,11.7817,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3409,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3410,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3411,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3412,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3413,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3414,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3415,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3416,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3417,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3418,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3419,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3420,0.1708,0,0,3.4269,11.5804,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3421,0.1706,0,0,3.3727,11.5827,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3422,0.1771,0,0,2.5289,11.4948,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3423,0.1823,0,0,1.8799,11.4258,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3424,0.1702,0,0,3.3508,11.591,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3425,0.174,0,0,2.8501,11.5342,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3426,0.1871,0,0,1.2766,11.3628,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3427,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3428,0.1869,0,0,1.2064,11.3627,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3429,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3430,0.176,0,0,7.5606,11.8244,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3431,0.1699,0,0,8.1347,11.9434,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3432,0.1961,0,0,5.3954,11.3829,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3433,0.1924,0,0,5.8481,11.4552,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3434,0.1907,0,0,6.0437,11.4984,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3435,0.189,0,0,6.2394,11.5416,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3436,0.1872,0,0,6.435,11.5847,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3437,0.1855,0,0,6.6306,11.6279,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3438,0.183,0,0,6.9345,11.6962,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3439,0.1887,0,0,5.0797,11.4482,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3440,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3441,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3442,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3443,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3444,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3445,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3446,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3447,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3448,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3449,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3450,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3451,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3452,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3453,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3454,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3455,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3456,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3457,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3458,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3459,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3460,0.1749,0,0,2.6724,11.5226,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3461,0.1796,0,0,2.1184,11.4592,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3462,0.1817,0,0,1.8154,11.4303,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3463,0.1702,0,0,3.2565,11.5914,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3464,0.1871,0,0,1.1041,11.3586,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3465,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3466,0.18,0,0,1.9584,11.451,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3467,0.1827,0,0,1.5604,11.4133,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3468,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3469,0.2001,0,0,5.2508,11.3401,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3470,0.2009,0,0,4.752,11.4159,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3471,0.1989,0,0,5.2453,11.3517,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3472,0.197,0,0,5.488,11.3857,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3473,0.1952,0,0,5.6987,11.4322,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3474,0.1933,0,0,5.9095,11.4788,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3475,0.1906,0,0,6.2343,11.5515,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3476,0.1892,0,0,6.4327,11.5979,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3477,0.1933,0,0,4.5704,11.3893,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3478,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3479,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3480,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3481,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3482,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3483,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3484,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3485,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3486,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3487,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3488,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3489,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3490,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3491,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3492,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3493,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3494,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3495,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3496,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3497,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3498,0.176,0,0,2.4455,11.5073,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3499,0.1715,0,0,3.0236,11.5753,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3500,0.1862,0,0,1.0583,11.3657,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3501,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3502,0.1891,0,0,0.4395,11.3207,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3503,0.1779,0,0,2.1244,11.4806,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3504,0.1785,0,0,1.9764,11.4739,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3505,0.1823,0,0,1.4767,11.4172,0,0,16,0,220,100,0.8,1,0.09,0.009,650,650,22.5,22.5,1.1,1.3,18
3506,0.2001,0,0,5.2508,11.3401,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3507,0.2001,0,0,5.2508,11.3401,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3508,0.2001,0,0,5.2508,11.3401,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3509,0.2001,0,0,5.2508,11.3401,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3510,0.206,0,0,3.4391,11.7296,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3511,0.2038,0,0,4.1562,11.5809,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3512,0.2016,0,0,4.8733,11.4322,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3513,0.1995,0,0,5.3964,11.3768,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3514,0.1985,0,0,5.5533,11.4143,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3515,0.1936,0,0,6.0606,11.5234,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3516,0.1981,0,0,3.9472,11.3734,0,0,16,0,270.1563,100,1.7143,5.2857,0.0968,0.0142,650,650,22.0967,22.0967,0.7783,0.9729,12.25
3517,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3518,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3519,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
3520,0.161,0,0,0.5017,11.8107,0,0,17,0,189.2188,100,3.25,2.7857,0.0968,0.0127,625,650,41.2777,41.2777,0.8462,1.0577,108.5208
